Company,dReceievedDate,Isweekday,Isweekend,Country,status,Processed,ProcessedDate,Source,Currency,PostageCosts,Subtotal,PostageCostExTax,CountryTaxRate,Total,Tax,OrderItemSKU,OrderItemTitle,ItemCategory,OrderItemQuantity,ProductSalePrice,OrderItemTaxRate,OrderItemCostExTax,OrderItemCostIncTax,TotalAfterExComsion,DispatchStockUnitCost,TotalWeight,SupPurchasePrice,Profit,Payment Method
163,6/12/2015,1,0,United Kingdom,PAID,TRUE,16/06/2015 15:26,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
164,6/13/2015,0,1,United Kingdom,PAID,TRUE,16/06/2015 15:27,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
165,6/14/2015,0,1,United Kingdom,PAID,TRUE,16/06/2015 15:25,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
166,6/15/2015,1,0,United Kingdom,PAID,TRUE,16/06/2015 15:26,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
167,6/16/2015,1,0,United Kingdom,PAID,TRUE,16/06/2015 15:12,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
168,6/18/2015,1,0,United Kingdom,PAID,TRUE,22/06/2015 21:21,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
169,6/19/2015,1,0,United Kingdom,PAID,TRUE,22/06/2015 21:15,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
170,6/22/2015,1,0,United Kingdom,PAID,TRUE,23/06/2015 21:30,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
171,6/23/2015,1,0,United Kingdom,PAID,TRUE,25/06/2015 22:16,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
172,6/24/2015,1,0,United Kingdom,PAID,TRUE,25/06/2015 22:16,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
173,6/25/2015,1,0,United Kingdom,PAID,TRUE,26/06/2015 21:33,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
174,6/26/2015,1,0,United Kingdom,PAID,TRUE,29/06/2015 21:54,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
175,7/2/2015,1,0,United Kingdom,PAID,TRUE,3/7/2015 21:54,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
176,7/2/2015,1,0,United Kingdom,PAID,TRUE,3/7/2015 21:53,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
177,7/3/2015,1,0,United Kingdom,PAID,TRUE,3/7/2015 21:53,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
178,7/8/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
179,7/12/2015,0,1,United Kingdom,PAID,TRUE,14/07/2015 19:07,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
180,7/15/2015,1,0,United Kingdom,PAID,TRUE,16/07/2015 22:08,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
181,7/16/2015,1,0,United Kingdom,PAID,TRUE,18/07/2015 10:29,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
182,7/19/2015,0,1,United Kingdom,PAID,TRUE,20/07/2015 16:27,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
183,7/20/2015,1,0,United Kingdom,PAID,TRUE,21/07/2015 19:12,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
184,7/21/2015,1,0,United Kingdom,PAID,TRUE,22/07/2015 16:38,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
185,7/24/2015,1,0,United Kingdom,PAID,TRUE,27/07/2015 22:56,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
186,7/25/2015,0,1,United Kingdom,PAID,TRUE,27/07/2015 22:55,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
187,7/27/2015,1,0,UNKNOWN,UNPAID,TRUE,,website,GBP,0,0,0,0,0,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
188,7/27/2015,1,0,United Kingdom,PAID,TRUE,28/07/2015 22:35,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
189,7/28/2015,1,0,United Kingdom,PAID,TRUE,29/07/2015 22:06,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
190,8/2/2015,0,1,United Kingdom,PAID,TRUE,3/8/2015 22:14,website,GBP,0,37.5,0,0,37.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,3,37.5,0.826938776,37.5,37.5,31.01020408,0,0,29.4,1.610204082,Default
191,8/4/2015,1,0,United Kingdom,PAID,TRUE,5/8/2015 18:02,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
192,8/4/2015,1,0,United Kingdom,PAID,TRUE,6/8/2015 17:27,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
193,8/5/2015,1,0,United Kingdom,PAID,TRUE,6/8/2015 17:29,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
194,8/6/2015,1,0,United Kingdom,PAID,TRUE,7/8/2015 18:27,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
195,8/7/2015,1,0,United Kingdom,PAID,TRUE,7/8/2015 18:24,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
196,8/8/2015,0,1,United Kingdom,PAID,TRUE,11/8/2015 16:32,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
197,8/14/2015,1,0,United Kingdom,PAID,TRUE,17/08/2015 22:17,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
198,8/22/2015,0,1,United Kingdom,PAID,TRUE,25/08/2015 21:54,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
199,8/24/2015,1,0,United Kingdom,PAID,TRUE,25/08/2015 21:53,website,GBP,0,12.5,0,0,12.5,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
200,8/26/2015,1,0,United Kingdom,PAID,TRUE,27/08/2015 22:15,website,GBP,0,12.5,0,0,12.5,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
201,9/5/2015,0,1,United Kingdom,PAID,TRUE,7/9/2015 14:24,website,GBP,0,12,0,0,12,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
202,9/10/2015,1,0,United Kingdom,PAID,TRUE,14/09/2015 21:35,website,GBP,3.99,5.67,3.99,0,9.66,0,2401_4,Interlocking Hearts design cake knife/server set,Default,1,5.67,0.826938776,5.67,5.67,4.688742857,0,0,9.8,-5.111257143,Default
203,9/10/2015,1,0,United Kingdom,PAID,TRUE,14/09/2015 21:35,website,GBP,3.99,5.67,3.99,0,9.66,0,2401_4,Interlocking Hearts design cake knife/server set,Default,1,5.67,0.826938776,5.67,5.67,4.688742857,0,0,9.8,-5.111257143,Default
204,9/10/2015,1,0,United Kingdom,PAID,TRUE,14/09/2015 21:35,website,GBP,3.99,5.67,3.99,0,9.66,0,2401_4,Interlocking Hearts design cake knife/server set,Default,1,5.67,0.826938776,5.67,5.67,4.688742857,0,0,9.8,-5.111257143,Default
205,9/29/2015,1,0,United Kingdom,PAID,TRUE,30/09/2015 21:15,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_2,Interlocking Hearts Cake Server Set,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
206,10/2/2015,1,0,United Kingdom,PAID,TRUE,5/10/2015 22:47,website,GBP,0,12,0,0,12,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
207,10/5/2015,1,0,United Kingdom,PAID,TRUE,6/10/2015 18:40,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_3,Wedding Cake Knife & Sever Set Embracing Hearts (EKA01049) Brand New & Boxed,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
208,11/10/2015,1,0,United Kingdom,PAID,TRUE,11/11/2015 22:01,website,GBP,19.99,15.61,19.99,0,35.6,0,2401_2,Interlocking Hearts Cake Server Set,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
209,11/12/2015,1,0,United Kingdom,PAID,TRUE,13/11/2015 20:37,website,GBP,0,12.5,0,0,12.5,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
210,12/2/2015,1,0,United Kingdom,PAID,TRUE,4/12/2015 18:58,website,GBP,0,12.5,0,0,12.5,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
211,1/18/2016,1,0,United Kingdom,PAID,TRUE,19/01/2016 22:22,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_2,Interlocking Hearts Cake Server Set,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
212,1/25/2016,1,0,United Kingdom,PAID,TRUE,26/01/2016 17:20,website,GBP,0,12,0,0,12,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
213,1/30/2016,0,1,United Kingdom,PAID,TRUE,1/2/2016 21:10,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_2,Interlocking Hearts Cake Server Set,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
214,1/31/2016,0,1,United Kingdom,PAID,TRUE,2/2/2016 21:49,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_3,Wedding Cake Knife & Sever Set Embracing Hearts (EKA01049) Brand New & Boxed,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
215,2/1/2016,1,0,United Kingdom,PAID,TRUE,2/2/2016 20:42,website,GBP,0,12,0,0,12,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
216,2/8/2016,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12.57,0,0,12.57,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,12.57,0.826938776,12.57,12.57,10.39462041,0,0,9.8,0.594620408,Default
217,2/17/2016,1,0,United Kingdom,PAID,TRUE,18/02/2016 21:12,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_1,interlocking hearts design cake knife/server set,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
218,2/18/2016,1,0,United Kingdom,PAID,TRUE,19/02/2016 22:28,website,GBP,0,12.65,0,0,12.65,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,12.65,0.826938776,12.65,12.65,10.46077551,0,0,9.8,0.66077551,Default
219,2/18/2016,1,0,United Kingdom,PAID,TRUE,19/02/2016 22:29,website,GBP,3.99,15.61,3.99,0,19.6,0,2401_2,Interlocking Hearts Cake Server Set,Default,1,15.61,0.826938776,15.61,15.61,12.90851429,0,0,9.8,3.108514286,Default
