Company,dReceievedDate,Isweekday,Isweekend,Country,status,Processed,ProcessedDate,Source,Currency,PostageCosts,Subtotal,PostageCostExTax,CountryTaxRate,Total,Tax,OrderItemSKU,OrderItemTitle,ItemCategory,OrderItemQuantity,ProductSalePrice,OrderItemTaxRate,OrderItemCostExTax,OrderItemCostIncTax,TotalAfterExComsion,DispatchStockUnitCost,TotalWeight,SupPurchasePrice,Profit,Payment Method
55,8/11/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 16:01,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
56,8/11/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 16:02,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
57,8/11/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 16:00,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
58,8/11/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 15:58,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
59,8/12/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 15:55,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
60,8/12/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 16:07,website,GBP,0,48,0,0,48,0,2401,Interlocking Hearts design cake knife/server set,Default,4,48,0.826938776,48,48,39.69306122,0,0,39.2,0.493061224,Default
61,8/13/2014,1,0,United Kingdom,PAID,TRUE,14/08/2014 14:22,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
62,8/13/2014,1,0,United Kingdom,PAID,TRUE,13/08/2014 16:06,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
63,8/13/2014,1,0,United Kingdom,PAID,TRUE,14/08/2014 14:22,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
64,8/13/2014,1,0,United Kingdom,PAID,TRUE,14/08/2014 14:19,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
65,8/14/2014,1,0,United Kingdom,PAID,TRUE,14/08/2014 14:19,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
66,8/16/2014,0,1,United Kingdom,PAID,TRUE,18/08/2014 15:14,website,GBP,0,11.98,0,0,11.98,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.98,0.826938776,11.98,11.98,9.906726531,0,0,9.8,0.106726531,Default
67,8/20/2014,1,0,United Kingdom,PAID,TRUE,21/08/2014 14:25,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
68,8/21/2014,1,0,United Kingdom,PAID,TRUE,26/08/2014 15:43,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
69,8/22/2014,1,0,United Kingdom,PAID,TRUE,26/08/2014 15:40,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
70,8/23/2014,0,1,United Kingdom,RESEND,TRUE,5/9/2014 14:28,DIRECT,GBP,0,0,0,0,0,0,2401,Interlocking Hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
71,8/23/2014,0,1,United Kingdom,PAID,TRUE,27/08/2014 15:15,website,GBP,0,11.98,0,0,11.98,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.98,0.826938776,11.98,11.98,9.906726531,0,0,9.8,0.106726531,Default
72,8/25/2014,1,0,United Kingdom,PAID,TRUE,27/08/2014 15:16,website,GBP,0,11.98,0,0,11.98,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.98,0.826938776,11.98,11.98,9.906726531,0,0,9.8,0.106726531,Default
73,8/25/2014,1,0,United Kingdom,PAID,TRUE,27/08/2014 15:24,website,GBP,0,11.98,0,0,11.98,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.98,0.826938776,11.98,11.98,9.906726531,0,0,9.8,0.106726531,Default
74,8/25/2014,1,0,United Kingdom,PAID,TRUE,27/08/2014 15:21,website,GBP,0,11.98,0,0,11.98,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.98,0.826938776,11.98,11.98,9.906726531,0,0,9.8,0.106726531,Default
75,8/26/2014,1,0,United Kingdom,PAID,TRUE,27/08/2014 15:12,website,GBP,12.2,12,12.2,0,24.2,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
76,8/28/2014,1,0,United Kingdom,PAID,TRUE,2/9/2014 15:42,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
77,8/28/2014,1,0,United Kingdom,PAID,TRUE,2/9/2014 15:45,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
78,8/30/2014,0,1,United Kingdom,PAID,TRUE,2/9/2014 15:45,website,GBP,0,11.99,0,0,11.99,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.99,0.826938776,11.99,11.99,9.914995918,0,0,9.8,0.114995918,Default
79,8/30/2014,0,1,United Kingdom,PAID,TRUE,2/9/2014 15:44,website,GBP,0,11.89,0,0,11.89,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.89,0.826938776,11.89,11.89,9.832302041,0,0,9.8,0.032302041,Default
80,8/31/2014,0,1,United Kingdom,PAID,TRUE,2/9/2014 15:46,website,GBP,0,11.89,0,0,11.89,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.89,0.826938776,11.89,11.89,9.832302041,0,0,9.8,0.032302041,Default
81,9/1/2014,1,0,United Kingdom,PAID,TRUE,3/9/2014 15:53,website,GBP,0,11.89,0,0,11.89,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.89,0.826938776,11.89,11.89,9.832302041,0,0,9.8,0.032302041,Default
82,9/2/2014,1,0,United Kingdom,PAID,TRUE,4/9/2014 15:01,website,GBP,0,12.01,0,0,12.01,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12.01,0.826938776,12.01,12.01,9.931534694,0,0,9.8,0.131534694,Default
83,9/10/2014,1,0,United Kingdom,PAID,TRUE,10/9/2014 16:35,website,GBP,0,4.5,0,0,4.5,0,2401,Interlocking Hearts design cake knife/server set,Default,1,4.5,0.826938776,4.5,4.5,3.72122449,0,0,9.8,-6.07877551,Default
84,9/11/2014,1,0,United Kingdom,PAID,TRUE,15/09/2014 14:55,website,GBP,0,11.99,0,0,11.99,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.99,0.826938776,11.99,11.99,9.914995918,0,0,9.8,0.114995918,Default
85,9/25/2014,1,0,United Kingdom,PAID,TRUE,26/09/2014 14:17,website,GBP,3.99,11.27,3.99,0,15.26,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,11.27,0.826938776,11.27,11.27,9.3196,0,0,9.8,-0.4804,Default
86,10/2/2014,1,0,United Kingdom,PAID,TRUE,2/10/2014 14:24,website,GBP,19.99,11.27,19.99,0,31.26,0,2401_guk,"interlocking hearts design cake knife/server set. A perfect gift for that wedding, baby shower, birthday",Default,1,11.27,0.826938776,11.27,11.27,9.3196,0,0,9.8,-0.4804,Default
87,10/6/2014,1,0,United Kingdom,PAID,TRUE,7/10/2014 15:05,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
88,10/11/2014,0,1,United Kingdom,PAID,TRUE,14/10/2014 15:23,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
89,10/11/2014,0,1,United Kingdom,PAID,TRUE,14/10/2014 15:24,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
90,10/17/2014,1,0,United Kingdom,PAID,TRUE,20/10/2014 18:10,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
91,10/23/2014,1,0,United Kingdom,PAID,TRUE,24/10/2014 13:17,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
92,10/25/2014,0,1,United Kingdom,PAID,TRUE,,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
93,11/8/2014,0,1,United Kingdom,PAID,TRUE,10/11/2014 16:08,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
94,11/10/2014,1,0,United Kingdom,PAID,TRUE,11/11/2014 15:47,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
95,11/18/2014,1,0,United Kingdom,PAID,TRUE,20/11/2014 22:19,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
96,12/9/2014,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
97,1/4/2015,0,1,UNKNOWN,UNPAID,TRUE,,website,GBP,0,0,0,0,0,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
98,1/9/2015,1,0,UNKNOWN,UNPAID,TRUE,,website,GBP,0,0,0,0,0,0,2401,Interlocking Hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
99,1/9/2015,1,0,United Kingdom,PAID,TRUE,12/1/2015 20:08,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
100,1/11/2015,0,1,United Kingdom,PAID,TRUE,12/1/2015 20:24,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
101,1/15/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
102,1/15/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12,0,0,12,0,2401,Interlocking Hearts design cake knife/server set,Default,1,12,0.826938776,12,12,9.923265306,0,0,9.8,0.123265306,Default
103,1/17/2015,0,1,United Kingdom,PAID,TRUE,20/01/2015 00:58,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
104,1/24/2015,0,1,United Kingdom,PAID,TRUE,27/01/2015 00:20,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
105,1/30/2015,1,0,United Kingdom,PAID,TRUE,30/01/2015 19:36,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
106,2/5/2015,1,0,United Kingdom,PAID,TRUE,6/2/2015 23:34,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
107,2/26/2015,1,0,United Kingdom,PAID,TRUE,27/02/2015 15:36,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
108,3/1/2015,0,1,United Kingdom,PAID,TRUE,2/3/2015 23:35,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
109,3/12/2015,1,0,United Kingdom,PAID,TRUE,13/03/2015 18:12,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
110,3/21/2015,0,1,United Kingdom,PAID,TRUE,23/03/2015 16:37,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
111,3/29/2015,0,1,United Kingdom,PAID,TRUE,30/03/2015 17:29,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
112,5/1/2015,1,0,United Kingdom,PAID,TRUE,1/5/2015 22:03,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
113,5/1/2015,1,0,United Kingdom,PAID,TRUE,5/5/2015 14:34,website,GBP,3.99,16.2,3.99,0,20.19,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
114,5/1/2015,1,0,United Kingdom,PAID,TRUE,5/5/2015 14:34,website,GBP,3.99,16.2,3.99,0,20.19,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
115,5/2/2015,0,1,United Kingdom,PAID,TRUE,6/5/2015 21:49,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
116,5/2/2015,0,1,United Kingdom,PAID,TRUE,5/5/2015 14:35,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
117,5/3/2015,0,1,United Kingdom,PAID,TRUE,5/5/2015 15:17,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
118,5/3/2015,0,1,United Kingdom,PAID,TRUE,5/5/2015 15:15,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
119,5/4/2015,1,0,United Kingdom,PAID,TRUE,5/5/2015 15:17,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
120,5/4/2015,1,0,United Kingdom,PAID,TRUE,6/5/2015 21:49,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
121,5/5/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:11,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
122,5/6/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:13,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
123,5/6/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:14,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
124,5/6/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:15,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
125,5/6/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:12,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
126,5/6/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:15,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
127,5/6/2015,1,0,United Kingdom,PAID,TRUE,7/5/2015 20:12,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
128,5/7/2015,1,0,United Kingdom,PAID,TRUE,8/5/2015 21:53,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
129,5/9/2015,0,1,United Kingdom,PAID,TRUE,11/5/2015 22:43,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
130,5/10/2015,0,1,United Kingdom,PAID,TRUE,12/5/2015 15:08,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
131,5/12/2015,1,0,United Kingdom,PAID,TRUE,13/05/2015 20:41,website,GBP,0,13,0,0,13,0,2401,Interlocking Hearts design cake knife/server set,Default,1,13,0.826938776,13,13,10.75020408,0,0,9.8,0.950204082,Default
132,5/13/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
133,5/14/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
134,5/15/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
135,5/15/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
136,5/15/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
137,5/16/2015,0,1,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
138,5/16/2015,0,1,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
139,5/16/2015,0,1,United Kingdom,PAID,TRUE,,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
140,5/17/2015,0,1,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
141,5/17/2015,0,1,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
142,5/17/2015,0,1,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
143,5/18/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
144,5/18/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,12.2,13.03,12.2,0,25.23,0,2401,Interlocking Hearts design cake knife/server set,Default,1,13.03,0.826938776,13.03,13.03,10.77501224,0,0,9.8,0.975012245,Default
145,5/18/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
146,5/21/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,11.99,0,0,11.99,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.99,0.826938776,11.99,11.99,9.914995918,0,0,9.8,0.114995918,Default
147,5/21/2015,1,0,United Kingdom,PAID,TRUE,,website,GBP,0,11.94,0,0,11.94,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11.94,0.826938776,11.94,11.94,9.87364898,0,0,9.8,0.07364898,Default
148,5/23/2015,0,1,United Kingdom,PAID,TRUE,27/05/2015 19:43,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
149,5/24/2015,0,1,United Kingdom,PAID,TRUE,27/05/2015 20:37,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
150,5/27/2015,1,0,United Kingdom,PAID,TRUE,28/05/2015 16:31,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
151,5/30/2015,0,1,United Kingdom,PAID,TRUE,1/6/2015 15:08,website,GBP,19.99,12.5,19.99,0,32.49,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
152,5/30/2015,0,1,United Kingdom,PAID,TRUE,2/6/2015 14:04,website,GBP,0,11,0,0,11,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11,0.826938776,11,11,9.096326531,0,0,9.8,-0.703673469,Default
153,5/30/2015,0,1,United Kingdom,PAID,TRUE,2/6/2015 14:04,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
154,6/1/2015,1,0,United Kingdom,UNPAID,TRUE,,DIRECT,GBP,0,12.5,0,0,0,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
155,6/1/2015,1,0,United Kingdom,PAID,TRUE,2/6/2015 14:10,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
156,6/3/2015,1,0,United Kingdom,PAID,TRUE,4/6/2015 18:16,website,GBP,0,11,0,0,11,0,2401,Interlocking Hearts design cake knife/server set,Default,1,11,0.826938776,11,11,9.096326531,0,0,9.8,-0.703673469,Default
157,6/4/2015,1,0,United Kingdom,UNPAID,TRUE,,DIRECT,GBP,0,12.5,0,0,0,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
158,6/1/2015,1,0,United Kingdom,PAID,TRUE,5/6/2015 13:28,website,GBP,0,25,0,0,25,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
159,6/7/2015,0,1,United Kingdom,PAID,TRUE,8/6/2015 15:11,website,GBP,3.99,8.1,3.99,0,12.09,0,2401_sf,Interlocking Hearts design cake knife/server set,Default,1,8.1,0.826938776,8.1,8.1,6.698204082,0,0,9.8,-3.101795918,Default
160,6/8/2015,1,0,UNKNOWN,UNPAID,TRUE,,website,GBP,0,0,0,0,0,0,2401,Interlocking Hearts design cake knife/server set,Default,1,0,0.826938776,0,0,0,0,0,9.8,-9.8,Default
161,6/8/2015,1,0,United Kingdom,PAID,TRUE,9/6/2015 14:49,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
162,6/9/2015,1,0,United Kingdom,PAID,TRUE,10/6/2015 14:59,website,GBP,0,12.5,0,0,12.5,0,2401_spuk,interlocking hearts design cake knife/server set,Default,1,12.5,0.826938776,12.5,12.5,10.33673469,0,0,9.8,0.536734694,Default
